INFO |  |  main.log | server started on HOST: localhost PORT: 8080
INFO |  |  main.log | server started on HOST: localhost PORT: 8080
INFO |  |  main.log | server started on HOST: localhost PORT: 8080
INFO |  |  main.log | server started on HOST: localhost PORT: 8080
INFO |  |  main.log | server started on HOST: localhost PORT: 8080
INFO |  |  main.log | server started on HOST: localhost PORT: 8080
INFO |  |  main.log | server started on HOST: localhost PORT: 8080
INFO |  |  main.log | server started on HOST: localhost PORT: 8080
INFO |  |  main.log | server started on HOST: localhost PORT: 8080
